ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050885	neuromuscular process controlling balance	3/261	70/21351	0.0543703542513204	0.411331852368753	0.379559355182102	ENSMUSG00000034656/ENSMUSG00000012819/ENSMUSG00000014592	3
BP	GO:0061035	regulation of cartilage development	3/261	70/21351	0.0543703542513204	0.411331852368753	0.379559355182102	ENSMUSG00000005124/ENSMUSG00000037992/ENSMUSG00000034161	3
BP	GO:0009648	photoperiodism	2/261	31/21351	0.0548797678678518	0.411331852368753	0.379559355182102	ENSMUSG00000023965/ENSMUSG00000022124	2
BP	GO:0030212	hyaluronan metabolic process	2/261	31/21351	0.0548797678678518	0.411331852368753	0.379559355182102	ENSMUSG00000028163/ENSMUSG00000034165	2
BP	GO:0060148	positive regulation of posttranscriptional gene silencing	2/261	31/21351	0.0548797678678518	0.411331852368753	0.379559355182102	ENSMUSG00000026254/ENSMUSG00000028163	2
BP	GO:1901889	negative regulation of cell junction assembly	2/261	31/21351	0.0548797678678518	0.411331852368753	0.379559355182102	ENSMUSG00000020580/ENSMUSG00000069255	2
BP	GO:1903523	negative regulation of blood circulation	2/261	31/21351	0.0548797678678518	0.411331852368753	0.379559355182102	ENSMUSG00000024789/ENSMUSG00000024381	2
BP	GO:1905269	positive regulation of chromatin organization	4/261	117/21351	0.0555644986565136	0.414452105921048	0.38243859105818	ENSMUSG00000038518/ENSMUSG00000025019/ENSMUSG00000018501/ENSMUSG00000009555	4
BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	4/261	117/21351	0.0555644986565136	0.414452105921048	0.38243859105818	ENSMUSG00000020167/ENSMUSG00000034165/ENSMUSG00000047409/ENSMUSG00000040479	4
BP	GO:0045834	positive regulation of lipid metabolic process	5/261	168/21351	0.0557600489416481	0.414908508751348	0.38285973997474	ENSMUSG00000006386/ENSMUSG00000009621/ENSMUSG00000037062/ENSMUSG00000040479/ENSMUSG00000045038	5
BP	GO:0001541	ovarian follicle development	3/261	71/21351	0.056275758856885	0.416737514028923	0.384547467438061	ENSMUSG00000007659/ENSMUSG00000006307/ENSMUSG00000030498	3
BP	GO:2000107	negative regulation of leukocyte apoptotic process	3/261	71/21351	0.056275758856885	0.416737514028923	0.384547467438061	ENSMUSG00000038855/ENSMUSG00000033933/ENSMUSG00000052085	3
BP	GO:0051656	establishment of organelle localization	9/261	398/21351	0.0567416374436013	0.419182240253208	0.386803355728604	ENSMUSG00000096054/ENSMUSG00000065954/ENSMUSG00000020872/ENSMUSG00000024068/ENSMUSG00000044700/ENSMUSG00000068117/ENSMUSG00000025607/ENSMUSG00000003068/ENSMUSG00000040860	9
BP	GO:0045666	positive regulation of neuron differentiation	4/261	118/21351	0.05698649857958	0.419986414352609	0.387545413025809	ENSMUSG00000020027/ENSMUSG00000020167/ENSMUSG00000021219/ENSMUSG00000037992	4
BP	GO:0000096	sulfur amino acid metabolic process	2/261	32/21351	0.0580788246705641	0.422989175902599	0.390316232331721	ENSMUSG00000028124/ENSMUSG00000034656	2
BP	GO:0001779	natural killer cell differentiation	2/261	32/21351	0.0580788246705641	0.422989175902599	0.390316232331721	ENSMUSG00000020167/ENSMUSG00000035247	2
BP	GO:0009649	entrainment of circadian clock	2/261	32/21351	0.0580788246705641	0.422989175902599	0.390316232331721	ENSMUSG00000023965/ENSMUSG00000022124	2
BP	GO:0031294	lymphocyte costimulation	2/261	32/21351	0.0580788246705641	0.422989175902599	0.390316232331721	ENSMUSG00000035000/ENSMUSG00000068220	2
BP	GO:0032673	regulation of interleukin-4 production	2/261	32/21351	0.0580788246705641	0.422989175902599	0.390316232331721	ENSMUSG00000044244/ENSMUSG00000037992	2
BP	GO:0035303	regulation of dephosphorylation	5/261	171/21351	0.0592640322853926	0.43060548634657	0.397344236276304	ENSMUSG00000024789/ENSMUSG00000043460/ENSMUSG00000023764/ENSMUSG00000020580/ENSMUSG00000014592	5
BP	GO:0060047	heart contraction	6/261	226/21351	0.0597357627092503	0.433014167244518	0.399566863488857	ENSMUSG00000062373/ENSMUSG00000025323/ENSMUSG00000024789/ENSMUSG00000024381/ENSMUSG00000027665/ENSMUSG00000040907	6
BP	GO:0006397	mRNA processing	10/261	466/21351	0.0613141296640296	0.43949160053293	0.405543960540851	ENSMUSG00000052144/ENSMUSG00000039652/ENSMUSG00000027763/ENSMUSG00000028484/ENSMUSG00000069565/ENSMUSG00000035011/ENSMUSG00000036054/ENSMUSG00000027498/ENSMUSG00000009555/ENSMUSG00000033228	10
BP	GO:0032467	positive regulation of cytokinesis	2/261	33/21351	0.0613409584940715	0.43949160053293	0.405543960540851	ENSMUSG00000024068/ENSMUSG00000045038	2
BP	GO:0051125	regulation of actin nucleation	2/261	33/21351	0.0613409584940715	0.43949160053293	0.405543960540851	ENSMUSG00000102805/ENSMUSG00000030691	2
BP	GO:0051642	centrosome localization	2/261	33/21351	0.0613409584940715	0.43949160053293	0.405543960540851	ENSMUSG00000096054/ENSMUSG00000044700	2
BP	GO:1903579	negative regulation of ATP metabolic process	2/261	33/21351	0.0613409584940715	0.43949160053293	0.405543960540851	ENSMUSG00000006574/ENSMUSG00000018501	2
BP	GO:0042130	negative regulation of T cell proliferation	3/261	74/21351	0.0621796187526919	0.444469126639612	0.410137007708423	ENSMUSG00000044244/ENSMUSG00000033767/ENSMUSG00000017009	3
BP	GO:0032271	regulation of protein polymerization	6/261	229/21351	0.0628438158346482	0.44732081428784	0.41276842251063	ENSMUSG00000102805/ENSMUSG00000024381/ENSMUSG00000030691/ENSMUSG00000024236/ENSMUSG00000031827/ENSMUSG00000045038	6
BP	GO:0046632	alpha-beta T cell differentiation	4/261	122/21351	0.0628682750650656	0.44732081428784	0.41276842251063	ENSMUSG00000038855/ENSMUSG00000034686/ENSMUSG00000018501/ENSMUSG00000037992	4
BP	GO:0034248	regulation of cellular amide metabolic process	9/261	407/21351	0.063436699076178	0.450327647694799	0.415542999151153	ENSMUSG00000025451/ENSMUSG00000026254/ENSMUSG00000039652/ENSMUSG00000024381/ENSMUSG00000016194/ENSMUSG00000020580/ENSMUSG00000078485/ENSMUSG00000037992/ENSMUSG00000028156	9
BP	GO:0007281	germ cell development	8/261	347/21351	0.064071950272497	0.450751544571012	0.41593415297032	ENSMUSG00000007659/ENSMUSG00000000365/ENSMUSG00000006307/ENSMUSG00000069565/ENSMUSG00000068117/ENSMUSG00000012609/ENSMUSG00000037992/ENSMUSG00000003068	8
BP	GO:0001952	regulation of cell-matrix adhesion	4/261	123/21351	0.0643868575804692	0.450751544571012	0.41593415297032	ENSMUSG00000006386/ENSMUSG00000040690/ENSMUSG00000017009/ENSMUSG00000069255	4
BP	GO:0006884	cell volume homeostasis	2/261	34/21351	0.0646641626440928	0.450751544571012	0.41593415297032	ENSMUSG00000054342/ENSMUSG00000031766	2
BP	GO:0061842	microtubule organizing center localization	2/261	34/21351	0.0646641626440928	0.450751544571012	0.41593415297032	ENSMUSG00000096054/ENSMUSG00000044700	2
BP	GO:0090022	regulation of neutrophil chemotaxis	2/261	34/21351	0.0646641626440928	0.450751544571012	0.41593415297032	ENSMUSG00000032380/ENSMUSG00000035000	2
BP	GO:1904646	cellular response to amyloid-beta	2/261	34/21351	0.0646641626440928	0.450751544571012	0.41593415297032	ENSMUSG00000034656/ENSMUSG00000040907	2
BP	GO:1905144	response to acetylcholine	2/261	34/21351	0.0646641626440928	0.450751544571012	0.41593415297032	ENSMUSG00000020580/ENSMUSG00000048895	2
BP	GO:1905145	cellular response to acetylcholine	2/261	34/21351	0.0646641626440928	0.450751544571012	0.41593415297032	ENSMUSG00000020580/ENSMUSG00000048895	2
BP	GO:0042129	regulation of T cell proliferation	5/261	176/21351	0.0653773922505042	0.453675027572038	0.418631817438474	ENSMUSG00000006574/ENSMUSG00000044244/ENSMUSG00000000791/ENSMUSG00000033767/ENSMUSG00000017009	5
BP	GO:0098739	import across plasma membrane	5/261	176/21351	0.0653773922505042	0.453675027572038	0.418631817438474	ENSMUSG00000044708/ENSMUSG00000028542/ENSMUSG00000032412/ENSMUSG00000040907/ENSMUSG00000031766	5
BP	GO:0010921	regulation of phosphatase activity	4/261	124/21351	0.0659245600855941	0.455425148868713	0.420246754154488	ENSMUSG00000024789/ENSMUSG00000043460/ENSMUSG00000023764/ENSMUSG00000020580	4
BP	GO:0050868	negative regulation of T cell activation	4/261	124/21351	0.0659245600855941	0.455425148868713	0.420246754154488	ENSMUSG00000044244/ENSMUSG00000033767/ENSMUSG00000017009/ENSMUSG00000069255	4
BP	GO:0002696	positive regulation of leukocyte activation	9/261	411/21351	0.0665671161539154	0.458837622060917	0.423395637755284	ENSMUSG00000038855/ENSMUSG00000006574/ENSMUSG00000020167/ENSMUSG00000000791/ENSMUSG00000035000/ENSMUSG00000068220/ENSMUSG00000037992/ENSMUSG00000052085/ENSMUSG00000006389	9
BP	GO:0060537	muscle tissue development	10/261	474/21351	0.0670652820739913	0.460688930021154	0.425103945175642	ENSMUSG00000027660/ENSMUSG00000038518/ENSMUSG00000038763/ENSMUSG00000041235/ENSMUSG00000027763/ENSMUSG00000024236/ENSMUSG00000005124/ENSMUSG00000037992/ENSMUSG00000034161/ENSMUSG00000028634	10
BP	GO:0060348	bone development	6/261	233/21351	0.0671340733515283	0.460688930021154	0.425103945175642	ENSMUSG00000026721/ENSMUSG00000056724/ENSMUSG00000040447/ENSMUSG00000005124/ENSMUSG00000037992/ENSMUSG00000034161	6
BP	GO:0003012	muscle system process	9/261	412/21351	0.0673646996968053	0.461246546926241	0.425618490090447	ENSMUSG00000038518/ENSMUSG00000057530/ENSMUSG00000024381/ENSMUSG00000027665/ENSMUSG00000037139/ENSMUSG00000040907/ENSMUSG00000020580/ENSMUSG00000005124/ENSMUSG00000009555	9
BP	GO:0032689	negative regulation of interferon-gamma production	2/261	35/21351	0.0680464697253653	0.462922125551663	0.427164642033117	ENSMUSG00000044244/ENSMUSG00000037992	2
BP	GO:0090313	regulation of protein targeting to membrane	2/261	35/21351	0.0680464697253653	0.462922125551663	0.427164642033117	ENSMUSG00000050556/ENSMUSG00000048895	2
BP	GO:0097191	extrinsic apoptotic signaling pathway	6/261	234/21351	0.0682327350199948	0.462922125551663	0.427164642033117	ENSMUSG00000027660/ENSMUSG00000028124/ENSMUSG00000024789/ENSMUSG00000007659/ENSMUSG00000020580/ENSMUSG00000027111	6
BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	3/261	77/21351	0.068358966726541	0.462922125551663	0.427164642033117	ENSMUSG00000006386/ENSMUSG00000024789/ENSMUSG00000037992	3
BP	GO:0031060	regulation of histone methylation	3/261	77/21351	0.068358966726541	0.462922125551663	0.427164642033117	ENSMUSG00000038518/ENSMUSG00000025019/ENSMUSG00000006307	3
BP	GO:0006997	nucleus organization	4/261	126/21351	0.0690570254417897	0.466626027492881	0.430582443558504	ENSMUSG00000096054/ENSMUSG00000024068/ENSMUSG00000024381/ENSMUSG00000044700	4
BP	GO:0006814	sodium ion transport	6/261	235/21351	0.0693418282868584	0.467527436134975	0.431414224712769	ENSMUSG00000037656/ENSMUSG00000028542/ENSMUSG00000032412/ENSMUSG00000078532/ENSMUSG00000040907/ENSMUSG00000031766	6
BP	GO:0032496	response to lipopolysaccharide	8/261	354/21351	0.0701729644481916	0.468886176125024	0.432668011579779	ENSMUSG00000024789/ENSMUSG00000020167/ENSMUSG00000028163/ENSMUSG00000032577/ENSMUSG00000076361/ENSMUSG00000015755/ENSMUSG00000037992/ENSMUSG00000045038	8
BP	GO:0003015	heart process	6/261	236/21351	0.0704613475346591	0.468886176125024	0.432668011579779	ENSMUSG00000062373/ENSMUSG00000025323/ENSMUSG00000024789/ENSMUSG00000024381/ENSMUSG00000027665/ENSMUSG00000040907	6
BP	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	3/261	78/21351	0.0704785768898275	0.468886176125024	0.432668011579779	ENSMUSG00000027660/ENSMUSG00000007659/ENSMUSG00000020580	3
BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	3/261	78/21351	0.0704785768898275	0.468886176125024	0.432668011579779	ENSMUSG00000025423/ENSMUSG00000018501/ENSMUSG00000035011	3
BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	3/261	78/21351	0.0704785768898275	0.468886176125024	0.432668011579779	ENSMUSG00000037062/ENSMUSG00000021285/ENSMUSG00000003068	3
BP	GO:0048608	reproductive structure development	10/261	479/21351	0.0708295899279526	0.468886176125024	0.432668011579779	ENSMUSG00000007659/ENSMUSG00000041235/ENSMUSG00000042323/ENSMUSG00000006307/ENSMUSG00000032512/ENSMUSG00000069565/ENSMUSG00000037992/ENSMUSG00000003068/ENSMUSG00000035247/ENSMUSG00000030498	10
BP	GO:0033866	nucleoside bisphosphate biosynthetic process	2/261	36/21351	0.0714859509868348	0.468886176125024	0.432668011579779	ENSMUSG00000042010/ENSMUSG00000033610	2
BP	GO:0034030	ribonucleoside bisphosphate biosynthetic process	2/261	36/21351	0.0714859509868348	0.468886176125024	0.432668011579779	ENSMUSG00000042010/ENSMUSG00000033610	2
BP	GO:0034033	purine nucleoside bisphosphate biosynthetic process	2/261	36/21351	0.0714859509868348	0.468886176125024	0.432668011579779	ENSMUSG00000042010/ENSMUSG00000033610	2
BP	GO:0061384	heart trabecula morphogenesis	2/261	36/21351	0.0714859509868348	0.468886176125024	0.432668011579779	ENSMUSG00000006386/ENSMUSG00000041235	2
BP	GO:2000785	regulation of autophagosome assembly	2/261	36/21351	0.0714859509868348	0.468886176125024	0.432668011579779	ENSMUSG00000037062/ENSMUSG00000040412	2
BP	GO:0046777	protein autophosphorylation	6/261	237/21351	0.0715912860339215	0.468886176125024	0.432668011579779	ENSMUSG00000006386/ENSMUSG00000024789/ENSMUSG00000003345/ENSMUSG00000032577/ENSMUSG00000003068/ENSMUSG00000003283	6
BP	GO:0007051	spindle organization	5/261	181/21351	0.0718307974157572	0.468886176125024	0.432668011579779	ENSMUSG00000022070/ENSMUSG00000065954/ENSMUSG00000024068/ENSMUSG00000018501/ENSMUSG00000068117	5
BP	GO:0008654	phospholipid biosynthetic process	5/261	181/21351	0.0718307974157572	0.468886176125024	0.432668011579779	ENSMUSG00000026447/ENSMUSG00000037062/ENSMUSG00000027665/ENSMUSG00000038732/ENSMUSG00000040479	5
BP	GO:0003158	endothelium development	4/261	128/21351	0.072265037078078	0.468886176125024	0.432668011579779	ENSMUSG00000042323/ENSMUSG00000033933/ENSMUSG00000020580/ENSMUSG00000090698	4
BP	GO:0046425	regulation of receptor signaling pathway via JAK-STAT	4/261	128/21351	0.072265037078078	0.468886176125024	0.432668011579779	ENSMUSG00000020027/ENSMUSG00000024789/ENSMUSG00000033933/ENSMUSG00000048895	4
BP	GO:0060996	dendritic spine development	4/261	128/21351	0.072265037078078	0.468886176125024	0.432668011579779	ENSMUSG00000039652/ENSMUSG00000069729/ENSMUSG00000042589/ENSMUSG00000048895	4
BP	GO:0002683	negative regulation of immune system process	9/261	418/21351	0.0722764960607226	0.468886176125024	0.432668011579779	ENSMUSG00000027583/ENSMUSG00000044244/ENSMUSG00000033767/ENSMUSG00000035000/ENSMUSG00000040247/ENSMUSG00000017009/ENSMUSG00000037992/ENSMUSG00000040479/ENSMUSG00000069255	9
BP	GO:0019933	cAMP-mediated signaling	3/261	79/21351	0.0726275830375724	0.469192419288752	0.432950599609576	ENSMUSG00000057530/ENSMUSG00000030527/ENSMUSG00000032601	3
BP	GO:0070228	regulation of lymphocyte apoptotic process	3/261	79/21351	0.0726275830375724	0.469192419288752	0.432950599609576	ENSMUSG00000033933/ENSMUSG00000052085/ENSMUSG00000041837	3
BP	GO:0035148	tube formation	5/261	182/21351	0.073162038448329	0.471658402355824	0.435226102801069	ENSMUSG00000016028/ENSMUSG00000020580/ENSMUSG00000017009/ENSMUSG00000037992/ENSMUSG00000035247	5
BP	GO:0045664	regulation of neuron differentiation	6/261	239/21351	0.0738823883382203	0.47269870803719	0.436186052173668	ENSMUSG00000020027/ENSMUSG00000020167/ENSMUSG00000024381/ENSMUSG00000021219/ENSMUSG00000037992/ENSMUSG00000028156	6
BP	GO:0046474	glycerophospholipid biosynthetic process	4/261	129/21351	0.073897159721947	0.47269870803719	0.436186052173668	ENSMUSG00000026447/ENSMUSG00000037062/ENSMUSG00000027665/ENSMUSG00000040479	4
BP	GO:0048640	negative regulation of developmental growth	4/261	129/21351	0.073897159721947	0.47269870803719	0.436186052173668	ENSMUSG00000038518/ENSMUSG00000020027/ENSMUSG00000043811/ENSMUSG00000048895	4
BP	GO:0061458	reproductive system development	10/261	483/21351	0.0739357111340553	0.47269870803719	0.436186052173668	ENSMUSG00000007659/ENSMUSG00000041235/ENSMUSG00000042323/ENSMUSG00000006307/ENSMUSG00000032512/ENSMUSG00000069565/ENSMUSG00000037992/ENSMUSG00000003068/ENSMUSG00000035247/ENSMUSG00000030498	10
BP	GO:0010923	negative regulation of phosphatase activity	3/261	80/21351	0.0748056660489013	0.47389454074797	0.437289515204784	ENSMUSG00000043460/ENSMUSG00000023764/ENSMUSG00000020580	3
BP	GO:0031397	negative regulation of protein ubiquitination	3/261	80/21351	0.0748056660489013	0.47389454074797	0.437289515204784	ENSMUSG00000034686/ENSMUSG00000020844/ENSMUSG00000045038	3
BP	GO:0016572	histone phosphorylation	2/261	37/21351	0.0749807156768842	0.47389454074797	0.437289515204784	ENSMUSG00000024789/ENSMUSG00000009555	2
BP	GO:0098751	bone cell development	2/261	37/21351	0.0749807156768842	0.47389454074797	0.437289515204784	ENSMUSG00000026721/ENSMUSG00000056724	2
BP	GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	2/261	37/21351	0.0749807156768842	0.47389454074797	0.437289515204784	ENSMUSG00000027660/ENSMUSG00000007659	2
BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	6/261	240/21351	0.0750435331689629	0.47389454074797	0.437289515204784	ENSMUSG00000020738/ENSMUSG00000034686/ENSMUSG00000020844/ENSMUSG00000032512/ENSMUSG00000009555/ENSMUSG00000045038	6
BP	GO:0097193	intrinsic apoptotic signaling pathway	7/261	299/21351	0.0752551009918541	0.47426071808744	0.43762740791611	ENSMUSG00000027660/ENSMUSG00000024789/ENSMUSG00000037062/ENSMUSG00000007659/ENSMUSG00000021285/ENSMUSG00000032380/ENSMUSG00000003068	7
BP	GO:0050808	synapse organization	10/261	485/21351	0.0755204344700288	0.474963547135334	0.438275948355382	ENSMUSG00000034656/ENSMUSG00000028782/ENSMUSG00000035764/ENSMUSG00000001507/ENSMUSG00000042589/ENSMUSG00000033933/ENSMUSG00000020580/ENSMUSG00000040479/ENSMUSG00000063506/ENSMUSG00000048895	10
BP	GO:0016331	morphogenesis of embryonic epithelium	5/261	184/21351	0.0758648534970497	0.476159893493678	0.439379885358394	ENSMUSG00000016028/ENSMUSG00000020580/ENSMUSG00000017009/ENSMUSG00000037992/ENSMUSG00000035247	5
BP	GO:0051881	regulation of mitochondrial membrane potential	3/261	81/21351	0.0770125015655156	0.480858644443874	0.443715690792735	ENSMUSG00000028124/ENSMUSG00000007659/ENSMUSG00000045038	3
BP	GO:0002456	T cell mediated immunity	4/261	131/21351	0.0772171838551549	0.480858644443874	0.443715690792735	ENSMUSG00000039316/ENSMUSG00000044244/ENSMUSG00000035000/ENSMUSG00000069255	4
BP	GO:0032273	positive regulation of protein polymerization	4/261	131/21351	0.0772171838551549	0.480858644443874	0.443715690792735	ENSMUSG00000102805/ENSMUSG00000024381/ENSMUSG00000030691/ENSMUSG00000045038	4
BP	GO:0000082	G1/S transition of mitotic cell cycle	5/261	185/21351	0.0772363625790679	0.480858644443874	0.443715690792735	ENSMUSG00000020167/ENSMUSG00000034165/ENSMUSG00000047409/ENSMUSG00000040479/ENSMUSG00000028156	5
BP	GO:0002931	response to ischemia	2/261	38/21351	0.0785289104084542	0.482668682402981	0.445385916029748	ENSMUSG00000007659/ENSMUSG00000020580	2
BP	GO:0021799	cerebral cortex radially oriented cell migration	2/261	38/21351	0.0785289104084542	0.482668682402981	0.445385916029748	ENSMUSG00000035764/ENSMUSG00000048895	2
BP	GO:0070884	regulation of calcineurin-NFAT signaling cascade	2/261	38/21351	0.0785289104084542	0.482668682402981	0.445385916029748	ENSMUSG00000040247/ENSMUSG00000014592	2
BP	GO:1902003	regulation of amyloid-beta formation	2/261	38/21351	0.0785289104084542	0.482668682402981	0.445385916029748	ENSMUSG00000024381/ENSMUSG00000020580	2
BP	GO:2000249	regulation of actin cytoskeleton reorganization	2/261	38/21351	0.0785289104084542	0.482668682402981	0.445385916029748	ENSMUSG00000006386/ENSMUSG00000003283	2
BP	GO:0030534	adult behavior	5/261	186/21351	0.078621226440641	0.482668682402981	0.445385916029748	ENSMUSG00000044708/ENSMUSG00000034656/ENSMUSG00000041235/ENSMUSG00000040907/ENSMUSG00000012819	5
BP	GO:0050770	regulation of axonogenesis	5/261	186/21351	0.078621226440641	0.482668682402981	0.445385916029748	ENSMUSG00000027660/ENSMUSG00000034656/ENSMUSG00000043811/ENSMUSG00000003068/ENSMUSG00000048895	5
BP	GO:0045913	positive regulation of carbohydrate metabolic process	3/261	82/21351	0.079247760269391	0.48508858379845	0.44761889703518	ENSMUSG00000028163/ENSMUSG00000003068/ENSMUSG00000045038	3
BP	GO:1901653	cellular response to peptide	7/261	303/21351	0.0794610474644375	0.48508858379845	0.44761889703518	ENSMUSG00000034656/ENSMUSG00000020027/ENSMUSG00000024789/ENSMUSG00000028163/ENSMUSG00000034165/ENSMUSG00000040907/ENSMUSG00000020580	7
BP	GO:0018205	peptidyl-lysine modification	8/261	364/21351	0.079486665609461	0.48508858379845	0.44761889703518	ENSMUSG00000020738/ENSMUSG00000038518/ENSMUSG00000020167/ENSMUSG00000039068/ENSMUSG00000025019/ENSMUSG00000025423/ENSMUSG00000078440/ENSMUSG00000006307	8
BP	GO:0090257	regulation of muscle system process	6/261	244/21351	0.0797917981057567	0.485990281164846	0.448450944611821	ENSMUSG00000038518/ENSMUSG00000057530/ENSMUSG00000024381/ENSMUSG00000020580/ENSMUSG00000005124/ENSMUSG00000009555	6
BP	GO:0060968	regulation of gene silencing	3/261	83/21351	0.0815111081532975	0.49548484641217	0.457212121365471	ENSMUSG00000026254/ENSMUSG00000028163/ENSMUSG00000018501	3
BP	GO:0034314	Arp2/3 complex-mediated actin nucleation	2/261	39/21351	0.0821287185339125	0.496115633892808	0.457794184942675	ENSMUSG00000102805/ENSMUSG00000030691	2
BP	GO:0106056	regulation of calcineurin-mediated signaling	2/261	39/21351	0.0821287185339125	0.496115633892808	0.457794184942675	ENSMUSG00000040247/ENSMUSG00000014592	2
BP	GO:0009791	post-embryonic development	4/261	134/21351	0.0823352080951206	0.496115633892808	0.457794184942675	ENSMUSG00000034612/ENSMUSG00000024789/ENSMUSG00000024563/ENSMUSG00000012819	4
BP	GO:1904892	regulation of receptor signaling pathway via STAT	4/261	134/21351	0.0823352080951206	0.496115633892808	0.457794184942675	ENSMUSG00000020027/ENSMUSG00000024789/ENSMUSG00000033933/ENSMUSG00000048895	4
BP	GO:0010720	positive regulation of cell development	8/261	367/21351	0.08241817363569	0.496115633892808	0.457794184942675	ENSMUSG00000027660/ENSMUSG00000037062/ENSMUSG00000025423/ENSMUSG00000024381/ENSMUSG00000042589/ENSMUSG00000074570/ENSMUSG00000003068/ENSMUSG00000006389	8
CC	GO:1904949	ATPase complex	6/262	96/21281	0.00120904918089514	0.291562777252419	0.271495703514398	ENSMUSG00000032412/ENSMUSG00000069729/ENSMUSG00000042323/ENSMUSG00000021221/ENSMUSG00000040907/ENSMUSG00000035011	6
CC	GO:0016605	PML body	5/262	76/21281	0.00246953012106687	0.291562777252419	0.271495703514398	ENSMUSG00000027660/ENSMUSG00000020738/ENSMUSG00000043940/ENSMUSG00000025423/ENSMUSG00000009555	5
CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	9/262	243/21281	0.00327973100925059	0.291562777252419	0.271495703514398	ENSMUSG00000026447/ENSMUSG00000020027/ENSMUSG00000026134/ENSMUSG00000034165/ENSMUSG00000027665/ENSMUSG00000035011/ENSMUSG00000032601/ENSMUSG00000009555/ENSMUSG00000048895	9
CC	GO:0005942	phosphatidylinositol 3-kinase complex	3/262	30/21281	0.00585885432963872	0.291562777252419	0.271495703514398	ENSMUSG00000026447/ENSMUSG00000020027/ENSMUSG00000027665	3
CC	GO:0005884	actin filament	6/262	132/21281	0.0059273618349761	0.291562777252419	0.271495703514398	ENSMUSG00000006386/ENSMUSG00000042331/ENSMUSG00000031827/ENSMUSG00000003283/ENSMUSG00000069255/ENSMUSG00000030498	6
CC	GO:0036464	cytoplasmic ribonucleoprotein granule	8/262	220/21281	0.006072798475422	0.291562777252419	0.271495703514398	ENSMUSG00000096054/ENSMUSG00000026254/ENSMUSG00000027763/ENSMUSG00000020580/ENSMUSG00000035164/ENSMUSG00000009555/ENSMUSG00000074480/ENSMUSG00000028156	8
CC	GO:0005890	sodium:potassium-exchanging ATPase complex	2/262	10/21281	0.00636609213797857	0.291562777252419	0.271495703514398	ENSMUSG00000032412/ENSMUSG00000040907	2
CC	GO:1902911	protein kinase complex	5/262	99/21281	0.00761620006041179	0.291562777252419	0.271495703514398	ENSMUSG00000034165/ENSMUSG00000035011/ENSMUSG00000032601/ENSMUSG00000009555/ENSMUSG00000048895	5
CC	GO:0043292	contractile fiber	8/262	229/21281	0.00766177492595556	0.291562777252419	0.271495703514398	ENSMUSG00000096054/ENSMUSG00000006574/ENSMUSG00000024381/ENSMUSG00000037139/ENSMUSG00000024236/ENSMUSG00000017009/ENSMUSG00000003068/ENSMUSG00000048895	8
CC	GO:0035770	ribonucleoprotein granule	8/262	231/21281	0.00805380331507702	0.291562777252419	0.271495703514398	ENSMUSG00000096054/ENSMUSG00000026254/ENSMUSG00000027763/ENSMUSG00000020580/ENSMUSG00000035164/ENSMUSG00000009555/ENSMUSG00000074480/ENSMUSG00000028156	8
CC	GO:0098533	ATPase dependent transmembrane transport complex	2/262	12/21281	0.00918672243571527	0.291562777252419	0.271495703514398	ENSMUSG00000032412/ENSMUSG00000040907	2
CC	GO:0031965	nuclear membrane	8/262	242/21281	0.0104850542231118	0.291562777252419	0.271495703514398	ENSMUSG00000096054/ENSMUSG00000024068/ENSMUSG00000043067/ENSMUSG00000016194/ENSMUSG00000044700/ENSMUSG00000006389/ENSMUSG00000029822/ENSMUSG00000062075	8
CC	GO:0070603	SWI/SNF superfamily-type complex	4/262	73/21281	0.0125879469041508	0.291562777252419	0.271495703514398	ENSMUSG00000069729/ENSMUSG00000042323/ENSMUSG00000021221/ENSMUSG00000035011	4
CC	GO:0099522	region of cytosol	3/262	40/21281	0.0130306933259172	0.291562777252419	0.271495703514398	ENSMUSG00000035764/ENSMUSG00000045038/ENSMUSG00000028156	3
CC	GO:0035253	ciliary rootlet	2/262	15/21281	0.0142648533934227	0.291562777252419	0.271495703514398	ENSMUSG00000057132/ENSMUSG00000040860	2
CC	GO:0071565	nBAF complex	2/262	15/21281	0.0142648533934227	0.291562777252419	0.271495703514398	ENSMUSG00000069729/ENSMUSG00000021221	2
CC	GO:0017053	transcription repressor complex	4/262	76/21281	0.0144221985384388	0.291562777252419	0.271495703514398	ENSMUSG00000005718/ENSMUSG00000018501/ENSMUSG00000063568/ENSMUSG00000035011	4
CC	GO:0000932	P-body	4/262	77/21281	0.0150691706478565	0.291562777252419	0.271495703514398	ENSMUSG00000096054/ENSMUSG00000026254/ENSMUSG00000074480/ENSMUSG00000028156	4
CC	GO:0031527	filopodium membrane	2/262	16/21281	0.0161716225457981	0.291562777252419	0.271495703514398	ENSMUSG00000001507/ENSMUSG00000040247	2
