24h_1	24h_2	72h_1	72h_2	proB_1	proB_2
Ciao1	2094.6	1950	1862.7	1866.4	1980	1921
Taf6l	2005.4	2080.3	2052	1910.5	1901.2	1704.2
Insig2	495.8	515.4	436.2	463.2	745.3	657.8
Kpna6	3350.8	3270.4	3461.8	3511.5	2778.2	2985.7
Man1a	489.3	533.2	663.6	657.1	3125.5	3587.4
Itpkc	546.9	484.5	409.3	393.6	510	461.7
Adck4	749.3	758.1	735.1	824.5	576.4	525
Brd8	6971.7	6886.5	7676.4	6997.5	9739.3	9089.8
Kif20a	5722.9	5503.4	7153.8	6729.2	8121.1	8296.8
Farsa	4240.2	4125	4558.9	4436.9	2951.3	3203.7
Gcdh	1192.1	1170.4	1101.7	1207.4	799.3	827.1
Mast2	2601.5	2708.1	2476.2	2663.5	3314.2	3323.1
Dnase2a	1827.2	1862	1430.2	1571.7	452	388.6
Rad23a	2981.2	2886.2	3628	3387.1	3849.1	3939.5
Calr	27576.6	27267.8	31090.6	30640.8	15807.8	16859.1
Syce2	1116	834.9	1782.9	916.6	1670	1229.1
Nfat5	2984.9	3331.3	2636.7	2887.7	3685.3	3829.8
Nob1	3190.1	3174.8	3129.6	3139.4	2576.1	2714
Nqo1	341.7	342	272.9	274.2	90.2	160.8
Gys1	1092.8	966.1	1439.5	1109.5	2256.8	2096.4
Ruvbl2	6186.2	6167.8	7669.9	7273.7	5957.6	6359.9
Bax	4103.7	3810.1	4008.5	4073.6	4335.2	4062.5
Il7r	4129.7	4904.6	3248.4	4300.7	8815.6	7156.6
Tfam	2724.1	2727.8	2694.3	2751.6	2668.3	2556.9
Zfp81	1036.1	1060.8	899.3	999.8	1123.7	1214.5
Efnb3	206.1	206.2	115.1	157.7	176.2	181.5
Mmd	987.9	965.2	996.8	932.2	910.2	838.1
Fam162a	1627.6	1549.9	1879.4	1575.6	6226.1	5428
Rpl8	49941	47229.2	53586	50043.1	54738.9	55068.5
Ssbp2	2031.4	1964.1	1979.6	1969.2	1755	1671.3
Fancl	809.6	773.1	886.3	771.6	947.5	872.2
Stat3	4816.8	4657.2	4578.3	4034.4	3730.9	3743.3
Stat5a	2178.1	2422.3	1410.7	1753.8	1110.2	1158.5
Ptrf	8.4	5.6	179.1	14.7	35.2	45.1
Map3k11	2157.7	2335.2	2125.4	2402	2448.6	2559.3
Akt2	3665.5	3724.8	3484.1	3578.1	3066.4	3286.5
Dnaja3	2796.5	2509.5	3134.2	2804.5	2600.9	2679.9
Hmox2	2211.6	2011.9	2705.4	2209.1	2848.7	2940.6
Cdip1	1570	1669.9	1193.5	1512.9	1769.6	1662.8
Zak	1855	1950	1790.3	2042.7	1571.6	1589.7
Cwc15	3633	3352.8	4182	3642.7	4198.4	4164.8
Col5a3	16.7	10.3	54.8	14.7	128.5	126.7
Dnmt1	20101.7	19856.5	22282.9	22826.6	23339	24830.6
Ppan	5900.3	5573.7	6093.9	5540.4	4201.5	4292.7
Angptl2	5047.9	4802.5	2896.6	3300	2398.8	2539.8
Cacna1b	2777.9	2594.7	2720.3	1878.1	2366.7	2135.4
Trmt10a	679.6	697.2	788	768.7	738.1	833.2
Psap	24009.5	22495.3	26962.4	26042.4	18089.4	17049.1
Ikbkg	2822.5	2871.2	2325.8	2498	2075.4	2165.9
Wars2	480.9	528.5	531.8	579.7	435.4	421.5
Atn1	119.8	126.5	101.2	113.6	69.5	88.9
Phb2	11192.4	10730.4	13293.2	12369.5	8646.6	9598.9
Ptpn6	7720	6938.1	8793.8	7501.8	4500.1	4421.8
Emg1	4917	4475.4	5698.6	5048.9	5346	5586.4
Lpcat3	2050.9	2077.5	2210.7	2142.5	2402.9	2349.8
Atp6v1f	2751	2603.2	2390.8	2465.7	2226.7	2124.4
Clcn5	2686	3067	1743	2613.5	594	639.5
Clcn3	2829.9	3038.9	2966.2	2901.4	5173.9	4709.3
Hif3a	280.4	277.4	220	253.6	36.3	34.1
Utp20	5482.5	5545.6	6640.6	6714.5	3791	4437.7
Cul3	7052.5	6760	7700.5	7306	8278.6	8352.8
Large	244.2	205.2	233.9	168.4	88.1	86.5
Ddx56	3548.5	3543.1	4148.6	3886.5	2802	3240.3
Tmed4	1984.1	2030.6	1806.1	1920.3	1620.3	1452
Col26a1	2210.6	2040.9	3216.8	2083.8	447.8	431.2
Bid	1804	1847.9	1960.2	1933	1349.7	1386.2
Ralb	758.5	700.9	894.7	723.6	770.2	763.8
Ppp1cc	4677.5	4623.5	5320.8	4951.9	5968	5843.4
Dnajb11	3949.6	3675.2	4950.5	4546.5	4377.7	4381.7
Tbccd1	850.5	817.1	885.4	864.7	832.4	817.4
Zfp324	502.3	544.4	426	470	430.2	442.2
Gab2	2252.4	2257.4	1795	1887.9	2078.5	1865
Coro1c	8613.2	8497.3	8088.4	8416.4	5773.1	6193
Tax1bp1	7582.6	7897.6	7011.8	7721.2	6923.7	6465.9
Ndrg2	104.9	94.6	20.4	59.7	4.1	6.1
Mettl17	1010.1	1063.6	957.8	1008.6	834.5	756.5
Arhgef40	1333.2	1482.4	907.7	1180	61.2	103.5
Pnpla6	889.4	1072.9	810.2	920.5	868.7	838.1
Mcoln1	970.2	1013	883.6	971.4	1153.8	995.2
Arhgef18	4714.6	5024.6	3940.7	4302.7	2606.1	2972.3
Pkn2	2997.9	3088.6	2914.2	3079.7	3580.6	3699.5
Cd33	2216.2	1704.5	1729.1	1208.4	159.6	147.4
Etfb	661.1	565.1	657.1	574.8	435.4	428.8
Nkg7	388.1	674.7	197.7	726.6	74.6	81.6
Stxbp2	3586.6	3910.4	2912.4	3824.8	2159.3	2515.5
Chn2	313.8	307.4	609.8	490.6	125.4	151
Wwox	379.7	361.7	369.4	350.6	437.5	387.4
Slbp	5286.6	5144.5	5861	5483.6	7554	7553.7
Aqp1	997.1	1392.5	1188	1179	2683.9	3162.3
Arid3b	821.7	715.9	982.9	881.3	2624.8	2591
Cnn2	316.6	284.9	496.5	419.1	407.4	508
Polr2e	3124.2	3092.3	3336.5	3145.3	2116.8	2231.6
Myo9b	5472.2	6079.7	6012.3	6229.8	7469	7618.2
Hdac9	347.2	346.7	284	295.7	476.9	461.7
Ly9	2157.7	2189	2449.3	2215	2640.3	2591
Cd244	490.2	685.9	539.2	866.6	735	844.2
Adgre1	440.1	564.1	462.2	589.5	9.3	6.1
Mtfp1	186.6	192.1	205.1	198.8	118.2	104.8
Rab23	307.3	226.8	303.5	229.1	519.4	481.2
Rab11a	2502.2	2329.6	2220	2212.1	2672.5	2489.9
Eif2b2	2027.7	2002.5	2386.2	2316.8	3279.9	3666.6
Dlst	7833.3	7430	7313.5	7362.8	5245.4	5510.9
Pgf	143.9	149	168	232.1	937.1	1545.8
Ulk2	1778	1943.5	1325.3	1535.4	1685.6	1556.8
Dgkq	857.9	807.8	811.2	869.5	736	699.2
Grap	429.9	402	497.5	427.9	981.7	1107.3
Chmp2b	1448.4	1437.5	1394	1415	1565.3	1515.4
Plod3	1173.6	1177	1079.4	1062.5	1146.5	1087.8
Ap1s1	3183.6	2972.4	3516.6	3275.5	2973.1	2941.8
Srpk1	6538.1	6438.6	6422.5	6612.7	6152.5	6574.3
Lbr	15664.7	14864.7	17742.6	15508.9	22772	23256.7
Nes	930.3	1152.6	723	662.9	390.8	224.1
Prcc	2206	2321.1	2233.9	2305.1	2222.6	2305.9
Rrnad1	1167.1	1177.9	1066.4	1036	1096.8	1040.3
Hdgf	25462.6	24580.3	25870.9	24297.4	20851.1	21818.1
Thop1	2386.1	2448.6	2531.9	2569.5	2427.8	2290.1
Apba3	822.6	726.2	872.4	717.8	1533.2	1031.8
Matk	845.8	1138.5	633.9	879.3	334.8	307
Pias4	1622.9	1628.6	1598.2	1490.4	1541.5	1617.7
Map2k1	2638.6	2488.9	2879.9	2704.6	3536	3662.9
Sgta	3131.6	3195.4	3208.5	3414.5	2996.9	3164.7
Tmem242	1499.4	1474	1446.9	1354.3	1503.1	1388.7
Dtx2	1825.3	1744.8	2177.3	1875.2	1806.9	1807.7
Rasa4	1506.9	1452.5	1173.1	1070.3	1048	1058.6
Hnrnpa2b1	64783.1	62391	73554.2	68258.6	72125.5	73287
Ccdc130	356.5	331.7	400.9	379	374.2	353.3
Mri1	1765	1772	1880.3	2002.5	1774.7	1657.9
Prkacb	4229.1	4415.5	4320.3	4532.8	5237.1	4860.4
Sgsh	834.7	892.1	778.7	759.9	351.4	383.7
Cstb	755.8	648.5	921.6	649.2	945.4	821
Sh2b2	833.7	868.7	1266.9	1013.5	419.8	352
Pex5	2039.8	2228.4	1820	1988.8	1734.3	1683.5
Jkamp	573.8	621.3	645	561.1	664.5	604.2
Cd44	4369.3	4396.7	4934.7	5221.2	3289.3	3518
Eif2ak4	2424.2	2379.2	2070.6	2169	2500.4	2438.7
Wdr1	6962.4	6466.7	7804.4	7921.9	6275.8	6904.4
Slc2a9	160.6	162.1	115.1	157.7	608.5	516.5
Ndrg1	3179.9	2721.2	2107.7	1562.8	3073.6	2371.7
Man2b1	5802.8	5932.6	5280.9	5649.1	3433.4	3410.8
Wdr83	1316.5	1233.2	1211.2	1203.5	1318.6	1248.6
Prdx2	9653	9423.2	9010	9033.3	7916.8	7593.9
Polr2a	16084.4	17628.1	16683.6	17747.4	17101.5	17387.7
Senp3	5424.9	5213.9	6154.3	5933.1	4878.4	4959
Spc25	1614.6	1517.1	2038.1	1812.5	3040.5	2683.6
Ripk4	197.8	1184.5	45.5	693.3	0	15.8
Ufd1l	1762.2	1706.4	1884.1	1787.1	1958.2	1917.4
Zfp287	67.8	91.8	52.9	79.3	250.9	252.2
Letm1	2233.8	2237.7	2642.3	2631.2	1961.3	2117.1
Ubqln1	6941	6837.8	7536.2	7424.5	8063	7970.3
Txn2	4349.8	4331.1	4981.1	5025.4	3077.8	3293.9
Crbn	958.2	1024.2	960.6	953.8	1246	1224.2
Il5ra	32.5	2.8	7.4	2.9	147.2	152.3
Msh6	8686.5	9124.2	8216.5	8504.5	8034	8129.9
Fbxo11	3505.8	3479.3	2887.3	2952.4	3607.5	3198.8
Tbl2	1977.6	2041.9	1972.2	2005.4	1656.6	1733.4
Wbscr22	2299.8	2117.8	2550.4	2423.6	1992.4	1969.7
Mcm5	15444.7	14824.4	19032.6	17689.6	14726.6	16420.5
Hmox1	666.6	512.6	768.5	532.7	332.8	280.2
Mprip	4904	4940.2	5018.3	4915.7	7934.5	7744.9
Cic	6012.6	6427.4	6736.2	6682.2	8120	7598.8
Pafah1b3	945.2	908	959.7	909.7	2751.3	1940.5
Il27ra	52	92.8	56.6	63.6	116.1	175.4
Prkaca	2927.4	3102.6	2526.3	2693.8	2008	2044
Asf1b	3044.4	2746.5	4554.2	3577.1	6003.2	5721.6
Myl10	6644.9	6029.1	3262.3	3478.2	6340.1	5931.1
Ddx39	7468.4	6924	9358.1	8445.8	7893	8335.7
Dnajb1	2103.9	2135.6	2216.3	2323.7	2377	2552
Usp40	1587.6	1620.2	1335.5	1443.4	1228.4	1269.3
Kbtbd4	1168.9	1082.3	1188	1213.3	1072.9	1229.1
Celf1	8450.7	8590.1	8452.3	8718	10070	10658.7
Ndufs3	2376.8	2326.7	2632.1	2561.6	2218.4	2184.1
Por	3832.6	3901	3563	3536	3150.4	3222
Insr	1806.8	1910.7	1368	1543.3	2048.4	1897.9
Trim28	30270	32208	31340.2	33312.1	25400.9	27728.5
Ube2m	5470.4	5269.1	6148.7	5593.3	5547.1	5744.7
Adcy9	92.8	61.8	100.2	64.6	126.5	96.2
Mef2c	5943	5887.6	7324.6	7144.4	6467.6	6212.5
Ctr9	7573.3	8042.9	8549.7	9588.5	3766.1	3966.3
Eif4g2	65007.8	64934.2	71670.1	70740.9	58866.9	60358.8
Mrvi1	424.3	436.7	1989.9	961.6	539.1	339.9
Pcyt1a	5502.9	6311.2	4257.2	5739.2	1511.4	1460.6
Zfp592	3523.4	3656.4	3493.4	3361.7	4752	4982.2
Psmd4	4635.7	4243	5048.9	4662.1	4166.3	4259.8
Snx6	3377.7	3157.9	3164.8	3095.3	4036.7	4002.8
Mthfd2	4926.3	4758.4	6509.7	5553.2	5987.7	6412.3
Kit	2193.9	3042.7	1621.4	3277.5	2101.3	1829.6
Tomm40l	1033.4	979.2	1321.6	1141.8	1140.3	1223
Pan2	2274.7	2124.3	2554.1	2396.2	3390.9	3114.8
Cs	13746.5	13081.5	15397.3	14818.6	10958.4	11852.5
Ampd3	293.4	241.8	494.7	318.2	1529	668.8
Bcas2	3312.7	3180.4	3455.3	3174.6	3038.4	2954
Ctcf	9048.6	9183.3	10622.2	9830.4	13401.7	13454.4
Pard6a	353.7	338.3	319.3	349.6	393.9	410.5
Tfap4	1959	1998.8	1744.8	1611.8	1277.1	1369.2
Ranbp1	11106	9828.9	12833.8	11764.4	9665.7	10435.8
Cd247	532	655	153.1	472	27	23.1
Rfx5	1287.8	1308.1	1153.6	1084	1558.1	1332.6
Psmb4	6991.2	6261.5	7679.1	7024.9	6522.6	6436.7
Slc30a4	1330.5	1401.9	1348.5	1451.2	3359.8	4167.3
Bloc1s6	1331.4	1309.1	1334.6	1312.2	1213.9	1264.4
Metap1	2613.6	2431.7	2686.9	2635.1	2396.7	2548.3
Gpr108	1366.7	1352.2	1345.8	1334.7	1308.2	1235.2
Rsl1d1	10708.7	10223.4	11931.7	10958.5	8617.6	9274.9
Apc	2769.5	3171	2446.5	2816.2	3605.4	3599.6
Reep5	3197.6	3406.2	3202	3378.3	3097.5	3046.6
Ergic3	3174.3	3184.2	2705.4	2966.1	2872.5	2734.7
Uqcc1	1679.6	1652.1	1788.5	1733.2	1226.3	1229.1
Spo11	15.8	17.8	11.1	14.7	247.8	219.3
Ncoa2	3073.1	3240.4	2981.1	3138.4	4022.2	3917.5
Nr2c2	4572.6	4779.1	4008.5	4338.9	6446.9	6256.4
Nr2c1	806.8	922.1	717.4	845.1	391.9	378.8
Smpd4	4017.4	3952.6	4396.4	4353.6	3965.2	4462
Pex1	1153.1	1087	973.6	1040.9	974.4	923.4
Kctd20	5147.3	5117.3	5073.9	5041	5340.8	5241.7
Itgae	30.6	103.1	17.6	180.2	3.1	13.4
Ctns	526.4	574.4	411.2	449.5	369	338.6
Tuft1	163.4	157.4	140.1	174.3	115.1	82.8
Rcn1	1439.1	1552.7	1170.3	1500.2	794.1	901.4
Trap1	7908.5	7797.4	8642.5	8768.9	6765.1	7574.4
Naa60	2076.9	2115	2257.2	2248.3	2383.2	2472.8
1700037C18Rik	126.3	100.3	140.1	107.7	116.1	132.8
Ankrd13d	700	702.8	763.8	708	1967.6	1603.1
Tpr	14039.9	14445.9	15517.9	15430.6	14800.2	15827.3
BC003331	1662.8	1640.8	1550.9	1472.7	1326.9	1237.6
Dhx34	777.1	811.5	720.2	915.6	704.9	656.6
Kptn	503.2	500.4	519.7	586.6	561.9	498.2
Napa	3763	3871	3704.1	3739.6	3340.1	3455.9
Sra1	2013.8	1886.3	1978.7	1878.1	2024.6	1927.1
Atp5g1	4831.6	4433.3	5625.2	5197.7	3261.3	3681.2
Snf8	2144.7	1952.9	2431.6	2128.8	2117.9	2186.6
Tbcb	1351.8	1310	1557.4	1478.6	1209.8	1303.4
Inpp5k	1929.3	2019.4	1644.6	1598.1	2247.4	2134.2
Crkl	3231	3213.2	3150.9	3283.3	4259.6	4395
Eps8l1	4.6	304.5	1.9	219.3	2.1	606.6
Clint1	5882.6	5907.3	5545.4	5627.6	10053.4	9210.4
Prss16	541.3	544.4	556.9	582.6	211.5	221.7
Cdkal1	531.1	551.9	637.6	615.9	843.8	843
Zbtb17	1440.9	1514.3	1334.6	1532.5	1355.9	1277.8
Mob1b	1642.4	1681.1	1704	1769.5	2006.9	2162.2
Atp6v1b2	5682.1	5444.4	5783	5471.9	3497.6	3552.1
Eps15l1	2777.9	2764.4	2608.9	2677.2	3088.2	3062.4
Tep1	2460.4	2504.8	2590.3	2452	2481.7	2580
Ttc5	1596.9	1642.7	1707.7	1683.3	2089.9	1901.5
Osgep	2505.9	2398	2518.9	2502.9	3623.1	3899.3
Aamp	6079.4	6237.1	5837.8	6093.7	3669.7	4008.9
Tmbim1	2469.7	2332.4	2378.7	1743	942.3	838.1
Arpc2	11787.5	11006.8	13127.1	12190.3	12305	11880.5
Kmt2b	5326.5	5682.4	5357.9	5684.4	6046.7	6291.7
Tmem147	1828.1	1837.6	1872.9	1975.1	1572.6	1579.9
Rps9	55584.1	53156.2	54954.9	51972.2	59449.5	57831.2
Tfpt	731.6	687.8	742.5	716.8	656.2	649.3
Ggt5	340.7	376.7	245.9	288.9	46.6	43.9
Crip1	2246.8	2268.6	901.2	1648	2590.6	1653
Cbfa2t3	2033.3	2291.1	1752.3	1927.1	2211.2	2048.9
Fbln1	1583	1717.6	1380.1	1408.1	675.9	537.2
Pgrmc1	2968.2	3134.5	2814	3061	2669.4	2784.7
Gcat	2370.3	2670.6	2466.9	2746.7	1698	2312
Elovl1	2486.4	2453.2	2685	2732	2081.6	2213.4
Med8	1902.4	1676.4	2047.4	1801.8	1358	1432.5
Hyi	343.5	328	269.2	272.2	122.3	149.8
Cdc20	5369.2	5418.1	6207.2	6063.3	8893.4	8914.3
Pfdn2	2047.2	1862	2108.7	1902.6	1664.9	1649.4
Rnf114	3439	3259.1	2293.3	3147.2	2632	2604.4
C330007P06Rik	1851.3	1779.5	1776.4	1805.7	2277.5	2164.6
Srm	7621.6	7112.4	9217.9	8558.4	4451.3	5313.5
Epha2	642.5	655	999.6	1014.5	4829.7	4242.8
Rbm14	3230.1	3277.9	3777.4	3848.3	3462.4	3828.6
Zdhhc24	569.1	545.4	359.2	462.2	431.2	443.4
Bbs1	110.5	134.9	93.7	124.4	87.1	132.8
Ndor1	3621.9	3590.8	3440.5	3418.5	2964.8	3198.8
Nsmf	506	592.2	399.1	547.4	473.7	398.3
Pdk1	4244.8	4229.9	4248.9	4185.2	12545.5	11118
Ptbp1	28991.6	28737.1	31731	31097.1	28235.1	30360.9
Mvd	1783.5	1991.3	1172.2	1520.7	788.9	981.8
Cyba	2013.8	2124.3	2218.2	2329.6	1445.1	1520.2
Tmem110	750.2	695.3	853.9	720.7	713.2	705.3
Sfmbt1	1095.6	1085.1	1224.2	1155.5	1857.7	1793.1
Atp7b	6.5	32.8	2.8	39.2	227	196.1
Cdt1	4514.1	4515.7	5266.1	4914.7	3965.2	4279.3
Snai3	112.3	137.7	38.1	143.9	5.2	12.2
Aprt	3260.7	3082	3522.2	3285.3	2012.1	2450.9
Gtf2h1	2617.3	2449.5	2665.5	2566.5	2375	2340
Abhd1	124.4	125.6	101.2	111.6	115.1	119.4
Slc5a6	662.9	694.4	681.2	683.5	375.3	439.7
Qrich1	5149.1	5403.1	4978.4	5235.9	4712.6	5004.1
Usp19	9266.8	9583.4	8806.8	9529.8	7899.2	7914.3
Pola1	4373.9	4260.9	5378.4	5246.7	5548.1	5592.5
Cdc42	13765.1	14047.6	14444.1	14925.3	13404.8	13995.2
Pknox1	1813.3	1960.3	1859.9	2024.1	2244.3	2210.9
Gmnn	2848.5	2505.7	3490.6	2970	3273.7	3258.5
Acot13	770.6	754.3	597.7	615	482	472.6
Zfp184	439.2	486.3	372.2	383.9	277.8	225.4
Cdk4	22735.7	22806.4	21989.6	22795.3	17319.2	18677.7
B4galnt1	4248.6	4383.6	4746.3	4736.5	2584.4	2777.4
Mettl1	1160.6	1051.4	1504.5	1424.8	930.9	1041.5
Tspan31	2845.7	2773.7	2709.1	2742.8	2781.3	2576.4
Kif5b	7585.4	7635.2	8447.6	8008.1	9084.1	9405.3
Saal1	1107.6	1111.4	1239	1262.2	1174.5	1221.8
Cnp	3184.6	2953.6	3211.2	2869.1	3522.5	3440
Ttc25	42.7	29	14.8	19.6	201.1	95
Sulf2	109.6	119.9	214.4	200.7	152.4	127.9
Sod2	3449.2	3228.2	3460	3434.1	2524.2	2587.3
Tmco6	598.8	656.9	673.8	694.3	853.2	874.6
Stambp	877.4	903.3	838.1	867.6	808.6	822.2
Ezh1	908	933.3	839	860.7	1044.9	908.7
Ctnnb1	16808.5	18948.5	16168.5	18680.6	15673	17079.5
Eif1b	1398.2	1336.3	1460.8	1417.9	1482.4	1358.2
Psmd2	12592.5	12209.1	14634.4	14248.7	11100.4	11730.7
Vars	16139.1	16535.5	19530.1	19054.7	20093.3	21506.3
Msh5	252.5	242.7	263.6	225.2	796.1	695.6
Abhd16a	1364.8	1330.6	1257.6	1403.2	1416.1	1411.8
Neu1	714	793.7	867.8	762.8	2198.7	1981.9
Ddah2	450.3	896.8	284	646.3	751.6	1048.8
Clic1	9730.1	9051.2	11504.8	10485.5	13936.6	13682.2
Lsm2	2375.9	2206.8	2857.6	2753.6	2412.3	2533.7
Pole	5979.2	6217.5	6250.8	6426.6	6824.2	7296.7
Stx1a	250.7	270.8	233	221.3	350.4	399.5
Zfp775	363	347.7	385.2	336.9	473.7	509.2
Mrpl49	1625.7	1560.2	1931.4	1707.8	2101.3	2058.7
Dennd2c	215.4	208	201.4	244.8	147.2	126.7
Mark3	2723.1	2728.7	2697.1	2761.4	3739.2	3609.3
Gatad1	1963.7	2083.1	2016.8	2100.4	1955.1	2085.5
M6pr	5996.8	5806.1	6331.5	6174	6727.8	6420.8
Lrrc8a	208	253.9	137.4	179.2	132.7	145
Ppp2r1a	7565.9	7524.7	8140.4	8171.6	9122.5	9407.7
Fance	930.3	921.1	1044.1	924.4	936.1	828.3
Tinf2	1108.6	1037.3	1238.1	1197.6	1589.2	1543.4
Hapln4	68.7	30.9	283.1	74.4	605.4	355.7
Dus3l	2221.8	2385.8	2399.2	2414.8	1646.2	1840.6
Gtpbp3	1077	1054.2	1183.3	1109.5	1235.7	1238.8
Tgfbr1	5434.2	6120.9	3785.7	4384	2177	2204.8
Homer1	1101.1	1086.1	1234.4	1176	1208.7	1265.6
Rad51c	363	378.6	494.7	399.5	489.3	532.3
Arpp19	4250.4	4113.7	4340.7	3948.2	3984.9	3994.3
Bcl2l1	1167.1	979.2	1049.7	1052.7	4826.6	4106.4
Khsrp	10091.3	10457.7	10476.4	10952.6	10767.6	11376.2
Ccdc124	1320.2	1217.3	1520.2	1423.8	1399.5	1453.2
Cct4	13592.4	12951.2	15013	14396.5	12662.6	13450.7
0610009B22Rik	573.8	562.2	562.4	520	403.3	387.4
Zfp655	1942.3	1896.6	1528.6	1498.2	1615.1	1637.2
Rhoa	12075.3	12237.2	13469.6	13118.6	15374.5	15276.7
Zmiz1	13920.2	14097.3	14720.7	14334.8	21146.5	23172.7
Ankrd26	1839.2	1814.2	1661.3	1766.5	1587.1	1553.1
Aldh16a1	1977.6	2076.5	2104.9	2385.4	1881.5	1956.3
Hnrnpa0	17926.4	18372.2	19094.8	19263.3	20643.7	20039.6
Prrg2	130.9	103.1	131.8	80.3	67.4	69.4
Hnrnph1	26674.2	27458	26586.5	27000.1	29113.1	29142.8
Id3	109.6	44	187.5	92	2756.4	2718.9
Arid1a	12613.8	14430.9	13416.7	15361.1	15324.7	16414.4
Ctsd	8910.3	9101.8	8155.3	8771.9	3904	4296.4
Rplp1	56701.9	52933.2	57957.4	55159.6	47184.9	48334.6
Abhd8	954.4	1028	837.2	980.2	1509.4	1477.6
Ift22	525.5	487.3	507.7	473	1031.5	950.1
Mid1ip1	1475.3	1422.5	1882.2	1686.2	2848.7	2504.5
Ap2s1	2814.1	2616.3	3329.1	2998.4	4087.5	4272
Fgfrl1	248.8	303.6	226.5	303.6	157.6	155.9
Emc10	3117.7	3235.7	2995	3338.2	2933.7	3112.3
Fbxw9	427.1	413.2	365.7	365.2	327.6	272.9
Spib	3689.6	3597.4	1184.3	1507	9152.5	8955.8
Fnbp4	7116.5	6855.6	7157.5	6901.6	9014.7	8615.9
Cers4	171.8	269.9	129	212.5	408.4	521.4
Scrn3	489.3	453.5	601.4	513.1	703.9	683.4
Phax	1735.3	1564.9	1697.5	1596.1	1583	1685.9
Tle1	262.7	203.3	464.1	289.8	798.2	679.7
1700109H08Rik	124.4	157.4	219	192.9	221.8	204.6
Relt	3242.1	3210.4	2864.1	2880.9	1461.7	1756.6
Snrpb2	3341.5	2770	3613.1	3330.3	3382.6	3352.3
Ubc	2548.6	2159.9	3041.4	2384.4	2619.6	2570.3
Prpf31	5994	5560.6	6894.9	6265.1	4629.7	4927.4
Sertad1	377.9	337.3	255.2	296.7	343.1	307
Carhsp1	1638.7	1775.7	1180.5	1457.1	2315.9	2284
Elk3	2978.4	3052	2978.3	2656.6	3056	2601.9
Herpud2	1322.1	1309.1	1238.1	1321	1223.2	1201.1
Rdh13	852.3	932.4	744.3	877.4	567	678.5
Nutf2	1919.1	1876	1988.9	1824.3	1562.2	1821.1
Arpc5	8523.1	7680.2	12371.6	9914.6	11680.9	11023
Pou2f2	2202.3	1441.2	5452.6	2358	2168.7	1828.4
Ubqln4	5206.7	5269.1	4634	5151.7	3892.6	4212.3
Rps18	35849.1	35082.9	37061.1	33995.6	42812.4	40941.7
Rpl10	45221.7	44413.3	46532.4	43027	45440.2	44901.9
Rps15a	28980.4	27677.3	29005.1	26926.6	34146	32166.2
Ncaph2	8122	8145.9	8453.2	8329.3	11652.9	11734.3
Hipk1	5270.8	5594.3	6102.3	6031	9083.1	9514.9
Man1a2	2877.2	3255.4	2928.2	3205	4178.7	4688.6
Acyp1	619.3	554.7	583.8	532.7	837.6	728.4
Hdac5	1687.9	2109.3	1828.4	1924.2	2640.3	2313.2
Rala	1329.5	1366.2	1527.7	1440.4	2295.1	2173.2
Vdac3	3521.6	3310.7	3884.1	3515.4	3363.9	3313.3
Vps72	2416.7	2367	2261.8	2363.8	2074.3	2133
Gabpa	3892	3978.8	4441	4247.9	4764.4	4883.5
Bmp7	200.5	343	155	400.5	4.1	19.5
Dynll1	6274.4	6012.2	6759.4	6685.1	6548.5	6001.8
Pdcl	3861.4	3660.2	4189.5	4077.5	3185.6	2971
Tmem184b	941.4	938.9	922.5	1054.6	728.8	747.9
Nf2	4970	5133.3	4555.1	4819.7	3610.6	3910.2
Zmat5	921	900.5	803.7	774.6	630.3	544.5
Ewsr1	22409.8	22033.3	22454.6	22205.8	23328.6	23579.5
Ap1b1	3956.1	4005	3648.4	4032.4	4793.4	5111.3
Gnat2	69.6	75	112.3	92	43.5	52.4
Bcl2l13	3486.3	3466.2	3181.5	3373.4	3191.8	3377.9
Dqx1	343.5	225.8	324.8	231.1	318.2	305.8
Lnp	945.2	963.3	1251.1	1149.6	1899.1	1748
Pttg1ip	2060.2	2273.3	1652	1807.6	1577.8	1767.5
Ube2g2	1562.6	1598.6	1627	1579.5	1286.5	1425.2
Mpo	376.9	280.2	272.9	327.1	16.6	9.7
Elk1	490.2	512.6	399.1	435.8	517.3	527.5
Nav1	2063.9	3486.8	1287.3	3073.8	905	1445.9
Tnpo1	12776.3	13413.2	14231.6	14420	12169.2	13582.3
Rnmt	3605.1	3581.5	3398.7	3309.8	3352.5	3232.9
Srp14	3880	3588	3220.5	2948.4	3366	3007.6
Cdk9	6018.2	5770.5	5822	5582.5	6750.6	6570.6
Tor2a	1416.8	1405.6	1311.4	1323.9	1616.1	1383.8
Fpgs	1629.4	1617.4	2004.7	1732.2	3169	2843.1
Mkl2	895	1008.3	893.8	1017.4	1175.6	1259.6
Cbx5	18308	19575.4	19002	19513	17939.1	19042
Apobec3	6425.8	6073.1	7487.9	6923.1	11240.3	11376.2
Sardh	271.1	268.9	104.9	96.9	5.2	7.3
Vav2	3317.3	3337.8	2375	2434.3	2632	2628.7
Ppp2cb	2788.1	2738.1	2891	2964.1	3112	3248.8
Dmap1	965.6	975.5	1059.9	1039	1015.9	1081.7
Mcu	334.2	333.6	390.7	297.7	349.3	310.6
Bcr	4215.1	4145.6	3573.2	4196	3795.2	3712.9
Fxyd5	2092.7	2129	2334.2	2587.1	1479.3	1968.5
